0.0,0.0,0.0
0.0,0.0,0.0
212.62354,52.152943,200.58824
212.62354,52.152943,200.58824
212.62354,52.152943,200.58824
52.152943,40.11765,212.62354
52.152943,40.11765,212.62354
52.152943,40.11765,212.62354
196.57648,212.62354,52.152943
196.57648,212.62354,52.152943
196.57648,212.62354,52.152943
40.11765,212.62354,196.57648
40.11765,212.62354,196.57648
40.11765,212.62354,196.57648
212.62354,52.152943,40.11765
212.62354,52.152943,40.11765
212.62354,52.152943,40.11765
212.62354,196.57648,204.6
212.62354,196.57648,204.6
212.62354,196.57648,204.6
52.152943,40.11765,212.62354
52.152943,40.11765,212.62354
52.152943,40.11765,212.62354
196.57648,196.57648,52.152943
196.57648,196.57648,52.152943
196.57648,196.57648,52.152943
40.11765,212.62354,196.57648
40.11765,212.62354,196.57648
40.11765,212.62354,196.57648
192.56471,1014.9765,212.62354
192.56471,1014.9765,212.62354
192.56471,1014.9765,212.62354
228.6706,228.6706,52.152943
228.6706,228.6706,52.152943
228.6706,228.6706,52.152943
40.11765,208.61177,216.6353
40.11765,208.61177,216.6353
40.11765,208.61177,216.6353
196.57648,52.152943,40.11765
196.57648,52.152943,40.11765
196.57648,52.152943,40.11765
208.61177,192.56471,192.56471
208.61177,192.56471,192.56471
208.61177,192.56471,192.56471
52.152943,40.11765,204.6
52.152943,40.11765,204.6
52.152943,40.11765,204.6
216.6353,204.6,52.152943
216.6353,204.6,52.152943
216.6353,204.6,52.152943
40.11765,204.6,208.61177
40.11765,204.6,208.61177
40.11765,204.6,208.61177
212.62354,52.152943,40.11765
212.62354,52.152943,40.11765
212.62354,52.152943,40.11765
204.6,208.61177,208.61177
204.6,208.61177,208.61177
204.6,208.61177,208.61177
52.152943,40.11765,204.6
52.152943,40.11765,204.6
52.152943,40.11765,204.6
212.62354,200.58824,52.152943
212.62354,200.58824,52.152943
212.62354,200.58824,52.152943
40.11765,204.6,216.6353
40.11765,204.6,216.6353
40.11765,204.6,216.6353
228.6706,52.152943,40.11765
228.6706,52.152943,40.11765
228.6706,52.152943,40.11765
204.6,224.65883,220.64706
204.6,224.65883,220.64706
204.6,224.65883,220.64706
52.152943,40.11765,208.61177
52.152943,40.11765,208.61177
52.152943,40.11765,208.61177
196.57648,204.6,52.152943
196.57648,204.6,52.152943
196.57648,204.6,52.152943
40.11765,208.61177,204.6
40.11765,208.61177,204.6
40.11765,208.61177,204.6
208.61177,52.152943,40.11765
208.61177,52.152943,40.11765
208.61177,52.152943,40.11765
208.61177,212.62354,208.61177
208.61177,212.62354,208.61177
208.61177,212.62354,208.61177
52.152943,40.11765,208.61177
52.152943,40.11765,208.61177
52.152943,40.11765,208.61177
220.64706,224.65883,52.152943
220.64706,224.65883,52.152943
220.64706,224.65883,52.152943
40.11765,208.61177,228.6706
40.11765,208.61177,228.6706
40.11765,208.61177,228.6706
204.6,52.152943,40.11765
204.6,52.152943,40.11765
204.6,52.152943,40.11765
212.62354,192.56471,224.65883
212.62354,192.56471,224.65883
212.62354,192.56471,224.65883
52.152943,40.11765,212.62354
52.152943,40.11765,212.62354
52.152943,40.11765,212.62354
196.57648,220.64706,52.152943
196.57648,220.64706,52.152943
196.57648,220.64706,52.152943
40.11765,212.62354,200.58824
40.11765,212.62354,200.58824
40.11765,212.62354,200.58824
212.62354,52.152943,40.11765
212.62354,52.152943,40.11765
212.62354,52.152943,40.11765
212.62354,204.6,204.6
212.62354,204.6,204.6
212.62354,204.6,204.6
52.152943,40.11765,212.62354
52.152943,40.11765,212.62354
52.152943,40.11765,212.62354
204.6,212.62354,52.152943
204.6,212.62354,52.152943
204.6,212.62354,52.152943
40.11765,212.62354,204.6
40.11765,212.62354,204.6
40.11765,212.62354,204.6
228.6706,52.152943,40.11765
228.6706,52.152943,40.11765
228.6706,52.152943,40.11765
212.62354,204.6,220.64706
212.62354,204.6,220.64706
212.62354,204.6,220.64706
52.152943,40.11765,212.62354
52.152943,40.11765,212.62354
52.152943,40.11765,212.62354
204.6,216.6353,52.152943
204.6,216.6353,52.152943
204.6,216.6353,52.152943
40.11765,212.62354,204.6
40.11765,212.62354,204.6
40.11765,212.62354,204.6
204.6,52.152943,40.11765
204.6,52.152943,40.11765
204.6,52.152943,40.11765
212.62354,204.6,192.56471
212.62354,204.6,192.56471
212.62354,204.6,192.56471
52.152943,40.11765,212.62354
52.152943,40.11765,212.62354
52.152943,40.11765,212.62354
200.58824,212.62354,52.152943
200.58824,212.62354,52.152943
200.58824,212.62354,52.152943
40.11765,212.62354,196.57648
40.11765,212.62354,196.57648
40.11765,212.62354,196.57648
224.65883,52.152943,40.11765
224.65883,52.152943,40.11765
224.65883,52.152943,40.11765
212.62354,196.57648,216.6353
212.62354,196.57648,216.6353
212.62354,196.57648,216.6353
52.152943,40.11765,212.62354
52.152943,40.11765,212.62354
52.152943,40.11765,212.62354
196.57648,208.61177,52.152943
196.57648,208.61177,52.152943
196.57648,208.61177,52.152943
40.11765,212.62354,196.57648
40.11765,212.62354,196.57648
40.11765,212.62354,196.57648
200.58824,52.152943,40.11765
200.58824,52.152943,40.11765
200.58824,52.152943,40.11765
212.62354,196.57648,196.57648
212.62354,196.57648,196.57648
212.62354,196.57648,196.57648
52.152943,40.11765,212.62354
52.152943,40.11765,212.62354
52.152943,40.11765,212.62354
196.57648,192.56471,52.152943
196.57648,192.56471,52.152943
196.57648,192.56471,52.152943
40.11765,212.62354,192.56471
40.11765,212.62354,192.56471
40.11765,212.62354,192.56471
216.6353,52.152943,40.11765
216.6353,52.152943,40.11765
216.6353,52.152943,40.11765
212.62354,192.56471,212.62354
212.62354,192.56471,212.62354
212.62354,192.56471,212.62354
52.152943,40.11765,212.62354
52.152943,40.11765,212.62354
52.152943,40.11765,212.62354
192.56471,200.58824,52.152943
192.56471,200.58824,52.152943
192.56471,200.58824,52.152943
40.11765,212.62354,192.56471
40.11765,212.62354,192.56471
40.11765,212.62354,192.56471
220.64706,52.152943,40.11765
220.64706,52.152943,40.11765
220.64706,52.152943,40.11765
212.62354,192.56471,208.61177
212.62354,192.56471,208.61177
212.62354,192.56471,208.61177
52.152943,40.11765,212.62354
52.152943,40.11765,212.62354
52.152943,40.11765,212.62354
192.56471,212.62354,52.152943
192.56471,212.62354,52.152943
192.56471,212.62354,52.152943
40.11765,212.62354,192.56471
40.11765,212.62354,192.56471
40.11765,212.62354,192.56471
216.6353,52.152943,40.11765
216.6353,52.152943,40.11765
216.6353,52.152943,40.11765
212.62354,192.56471,220.64706
212.62354,192.56471,220.64706
212.62354,192.56471,220.64706
52.152943,40.11765,212.62354
52.152943,40.11765,212.62354
52.152943,40.11765,212.62354
192.56471,224.65883,52.152943
192.56471,224.65883,52.152943
192.56471,224.65883,52.152943
40.11765,212.62354,196.57648
40.11765,212.62354,196.57648
40.11765,212.62354,196.57648
192.56471,52.152943,40.11765
192.56471,52.152943,40.11765
192.56471,52.152943,40.11765
212.62354,196.57648,192.56471
212.62354,196.57648,192.56471
212.62354,196.57648,192.56471
52.152943,40.11765,212.62354
52.152943,40.11765,212.62354
52.152943,40.11765,212.62354
192.56471,224.65883,52.152943
192.56471,224.65883,52.152943
192.56471,224.65883,52.152943
40.11765,212.62354,192.56471
40.11765,212.62354,192.56471
40.11765,212.62354,192.56471
228.6706,52.152943,40.11765
228.6706,52.152943,40.11765
228.6706,52.152943,40.11765
212.62354,196.57648,196.57648
212.62354,196.57648,196.57648
212.62354,196.57648,196.57648
52.152943,40.11765,212.62354
52.152943,40.11765,212.62354
52.152943,40.11765,212.62354
196.57648,196.57648,52.152943
196.57648,196.57648,52.152943
196.57648,196.57648,52.152943
40.11765,212.62354,196.57648
40.11765,212.62354,196.57648
40.11765,212.62354,196.57648
200.58824,52.152943,40.11765
200.58824,52.152943,40.11765
200.58824,52.152943,40.11765
212.62354,196.57648,200.58824
212.62354,196.57648,200.58824
